"name","Engine","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller "," ","Fuel","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weight and Capacities","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Do Not Exceed Speed ","Perforance","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"","Engine","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller "," ","Fuel","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weight and Capacities","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Do Not Exceed Speed ","Perforance","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling ""name","Engine","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller "," ","Fuel","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weight and Capacities","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Do Not Exceed Speed ","Perforance","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"  ","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1964 Piper Cherokee 235 
PA-28-235 ","  ","Lyc. O-540-B4B5 ","6 ","541.5 cu. in. ","235 ","Carbureted ","Either option available ","  ","  ","84 gallons ","80 ","14 gallons ","  ","2,900 lbs. ","N/A ","1,470 lbs. ","1,430 lbs. ","N/A ","200 lbs. ","12 quarts ","  ","171 KCAS ","136 KCAS ","61 Knots ","52 Knots ","825 FPM ","17 lbs./sq. ft. ","12.4 lbs./sq. ft. ","14,500 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1973 Piper Cherokee 235 Charger  PA-28-235 ","  ","Lyc. O-540-B4B5 ","6 ","541.5 cu. in. ","235 ","Carbureted ","Constant Speed ","  ","  ","84 gallons ","80 ","Unknown ","  ","3,000 lbs. ","N/A ","1,550 lbs. ","1,450 lbs. ","N/A ","200 lbs. ","12 quarts ","  ","171 KCAS ","135 KCAS ","64 Knots ","57 Knots ","800 FPM ","17.7 lbs./sq. ft. ","12.8 lbs./sq. ft. ","13,900 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1977 Piper Cherokee Pathfinder  PA-28-235 ","  ","Lyc. O-540-B4B5 ","6 ","541.5 cu. in. ","235 ","Carbureted ","Constant Speed ","  ","  ","84 gallons ","80 ","15 gallons ","  ","3,000 lbs. ","N/A ","1,592 lbs. ","1,408 lbs. ","N/A ","200 lbs. ","12 quarts ","  ","171 KCAS ","135 KCAS ","57 Knots ","53 Knots ","725 FPM ","17.6 lbs./sq. ft. ","12.8 lbs./hp ","14,000 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"  ","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1966 PA-30 Piper Twin Comanche B ","  ","2 Lyc. IO-320-B ","4 ","319.8 cu. in. ","160 ","Fuel Injected ","Constant Speed ","  ","  ","90 gallons 
Long Range Tanks: 120 gallons ","91 ","17.2 gallons ","  ","3,600 lbs. ","N/A ","2,207 lbs. ","1,393 lbs. ","N/A ","250 lbs. ","8 quarts ","  ","200 KCAS ","168 KCAS ","66 Knots ","60 Knots ","1460 FPM ","20.2 lbs./sq. ft. ","11.3 lbs./hp ","20,000 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1970 PA-39 Piper Twin Comanche C/R ","  ","Lyc. IO-320-B1A 
Lyc. LIO-320-B1A ","4 ","319.8 cu. in. ","160 ","Fuel Injected ","Constant Speed ","  ","  ","90 gallons 
Long Range Tanks: 120 gallons ","100 ","19.6 gallons ","  ","3,600 lbs. ","N/A ","2,270 lbs. ","1,330 lbs. ","N/A ","250 lbs. ","8 quarts ","  ","200 KCAS ","168 KCAS ","66 Knots ","61 Knots ","1460 FPM ","20.2 lbs./sq. ft. ","11.3 lbs./hp ","18,600 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1970 PA-39T Piper Turbo Twin Comanche C/R ","  ","Lyc. TIO-320-C1A 
Lyc. LTIO-320-C1A ","4 ","319.8 cu. in. ","160 ","Fuel Injected ","Constant Speed ","  ","  ","120 gallons ","Unknown ","22.6 gallons ","  ","3,725 lbs. ","N/A ","2,416 lbs. ","1,309 lbs. ","N/A ","250 lbs. ","8 quarts ","  ","200 KCAS ","Unknown ","66 Knots ","61 Knots ","1460 FPM ","20.9 lbs./sq. ft. ","11.7 lbs./hp ","25,000 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","
Performance
","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
" ","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","
Performance
","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","
Performance
","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1968 PA-31-300 
Piper Navajo ","  ","2 Lyc. IO-540-M1A5 ","6 ","541.5 cu. in. ","300 each ","Fuel Injected ","Constant Speed ","  ","  ","192 gallons ","100 ","Unknown ","  ","6,000 lbs. ","N/A ","3,605 lbs. ","2,395 lbs. ","N/A ","400 lbs. ","12 quarts each engine ","  ","236 KCAS ","188 KCAS ","Unknown ","53 Knots ","1440 FPM ","27 lbs./sq. ft. ","10.3 lbs./hp ","20,500 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","
Performance
","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1980 PA-31-310T 
Piper Navajo C ","  ","2 Lyc. TIO-540-A2C ","6 ","541.5 cu. in. ","310 each ","Fuel Injected ","Constant Speed ","  ","  ","192 gallons ","100 ","Unknown ","  ","6,500 lbs. ","N/A ","4,003 lbs. ","2,497 lbs. ","N/A ","350 lbs. ","12 quarts each engine ","  ","236 KCAS ","188 KCAS ","66 Knots ","61 Knots ","1395 FPM ","28.4 lbs./sq. ft. ","10.5 lbs./hp ","26,300 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","
Performance
","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1984 PA-31-350 Piper Chieftain ","  ","Lyc. LTIO-540-J2BD 
Lyc. TIO-540-J2BD ","6 ","541.5 cu. in. ","350 each ","Fuel Injected ","Constant Speed ","  ","  ","192 gallons ","100 ","Unknown ","  ","7,000 lbs. ","N/A ","4,319 lbs. ","2,681 lbs. ","N/A ","700 lbs. ","12 quarts each engine ","  ","236 KCAS ","187 KCAS ","70 Knots ","64 Knots ","1120 FPM ","30.6 lbs./sq. ft. ","10 lbs./hp ","27,200 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Recommended Engine Fuels ","Fuel Burn-Maximum Cruise Power at ISA ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Max Operating Speed – see POH for speeds above listed altitudes ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"  ","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Recommended Engine Fuels ","Fuel Burn-Maximum Cruise Power at ISA ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Max Operating Speed – see POH for speeds above listed altitudes ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Recommended Engine Fuels ","Fuel Burn-Maximum Cruise Power at ISA ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Max Operating Speed – see POH for speeds above listed altitudes ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1978 PA-31T1 
 Piper Cheyenne I ","  ","2 P&W PT6A-11 ","N/A ","N/A ","500-shp each engine ","N/A ","Constant Speed ","  ","  ","308 gallons 
Long Range Tanks: 390 gallons ","PWA-555/CPV-46 grade ","S.L.-648 lbs./hr. 
14,000ft- 544 lbs./hr. 
29,000ft- 340 lbs./hr. ","  ","8,700 lbs. ","N/A ","4,900 lbs. ","3,800 lbs. ","N/A ","500 lbs. ","2.3 gallons each engine ","  ","246 KCAS 
Up to 9,500ft 
With Tip Tanks ","N/A ","86 Knots ","72 Knots ","1750 FPM ","38 lbs./sq. ft. ","8.7 lbs./hp ","29,000 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Recommended Engine Fuels ","Fuel Burn-Maximum Cruise Power at ISA ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Max Operating Speed – see POH for speeds above listed altitudes ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1984 PA-31T1 
 Piper Cheyenne 1A ","  ","2 P&W PT6A-11 ","N/A ","N/A ","500-shp each ","N/A ","Constant Speed ","  ","  ","390 gallons ","PWA-555/ CPW-46 ","Unknown ","  ","8,700 lbs. ","N/A ","5,111 lbs. ","3,589 lbs. ","N/A ","500 lbs. ","2.3 gallons each engine ","  ","246 KCAS 
Up to 9,500ft ","N/A ","85 Knots ","72 Knots ","1750 FPM ","38 lbs./sq. ft. ","8.7 lbs./hp ","28,200 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Recommended Engine Fuels ","Fuel Burn-Maximum Cruise Power at ISA ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Max Operating Speed – see POH for speeds above listed altitudes ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1984 PA-31T2-620 Piper Cheyenne II XL ","  ","2 P&W PT6A-135 ","N/A ","N/A ","620-shp each ","N/A ","Constant Speed ","  ","  ","390 gallons ","PWA-555/ CPW-46 ","Unknown ","  ","9,474/9,000 lbs. ","N/A ","5,487 lbs. ","3,987 lbs. ","N/A ","500 lbs. ","2.3 gallons each engine ","  ","246 KCAS 
Up to 12,000ft ","N/A ","86 Knots ","77 Knots ","1750 FPM ","41.37 lbs./sq. ft. ","7.64 lbs./hp ","32,400 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"  ","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
"1980 PA-32-301 
Piper Saratoga ","  ","Lyc. IO-540-K1G5 ","6 ","541.5 cu. in. ","300 ","Fuel Injected ","Constant Speed ","  ","  ","107 gallons ","100 ","16 gallons ","  ","3,600 lbs. ","N/A ","1,935 lbs. estimated ","1,665 lbs. ","N/A ","200 lbs. ","12 quarts ","  ","189 KCAS ","150 KCAS ","62 KIAS ","58 KIAS ","990 FPM ","20.2 lbs./sq. ft. ","12.0 lbs./hp ","14,100 ft. ""name","Engine: ","Model ","No. Cylinders ","Displacement ","HP ","Carbureted Or Fuel Injected ","Fixed Pitch/ Constant Speed Propeller ","  ","Fuel: ","Fuel Capacity ","Min. Octane Fuel ","Avg. Fuel Burn at 75% power in standard conditions per hour ","Weights and Capacities: ","Takeoff/Landing Weight Normal Category ","Takeoff/Landing Weight Utility Category ","Standard Empty Weight ","Max. Useful Load Normal Category ","Max. Useful Load Utility Category ","Baggage Capacity ","Oil Capacity ","Performance ","Do Not Exceed Speed ","Max. Structural Cruising Speed ","Stall Speed Clean ","Stall Speed Landing Configuration ","Climb Best Rate ","Wing Loading ","Power Loading ","Service Ceiling "
